,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,
oerlygr,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 20:44,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/3/2019 20:44,https://twitter.com/#!/oerlygr/status/1124414426784894977,,,1124414426784894977,
tomchadwin,natgeomaps,,,,,,,,,,,,,Replies to,5/3/2019 20:48,@NatGeoMaps #howaythelads!,,,howaythelads,5/3/2019 20:48,https://twitter.com/#!/tomchadwin/status/1124415514141495296,,,1124415514141495296,1124388214737907712
profdeaner,natgeomaps,,,,,,,,,,,,,Mentions,5/1/2019 1:40,"RT @NatGeoMaps: Map of the Day: Chile spans 2,650 miles (4,265 kilometers) north to south. This significant latitude change is reflected in…",,,,5/1/2019 1:40,https://twitter.com/#!/profdeaner/status/1123401797832462336,,,1123401797832462336,
profdeaner,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 20:52,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/3/2019 20:52,https://twitter.com/#!/profdeaner/status/1124416578215395331,,,1124416578215395331,
tk_wharton,onlmaps,,,,,,,,,,,,,Mentions,5/3/2019 20:53,@NatGeoMaps @onlmaps Delaware Wedge surveying error https://t.co/p2aZZU8Z1c,,,,5/3/2019 20:53,https://twitter.com/#!/tk_wharton/status/1124416701901213696,,,1124416701901213696,1124388214737907712
tk_wharton,natgeomaps,,,,,,,,,,,,,Replies to,5/3/2019 20:53,@NatGeoMaps @onlmaps Delaware Wedge surveying error https://t.co/p2aZZU8Z1c,,,,5/3/2019 20:53,https://twitter.com/#!/tk_wharton/status/1124416701901213696,,,1124416701901213696,1124388214737907712
aroblesc13,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 21:12,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/3/2019 21:12,https://twitter.com/#!/aroblesc13/status/1124421541733765125,,,1124421541733765125,
graemedavis,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 21:22,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/3/2019 21:22,https://twitter.com/#!/graemedavis/status/1124424031619428357,,,1124424031619428357,
rkeough7,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 23:25,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/3/2019 23:25,https://twitter.com/#!/rkeough7/status/1124454986400899072,,,1124454986400899072,
garietx,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 23:36,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/3/2019 23:36,https://twitter.com/#!/garietx/status/1124457779811508224,,,1124457779811508224,
robert_hengel,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 0:31,"RT @NatGeoMaps: New research shows that global warming has already affected the economies of nations around the world, and the countries th…",,,,5/4/2019 0:31,https://twitter.com/#!/robert_hengel/status/1124471583614042113,,,1124471583614042113,
geocookie,natgeomaps,,,,,,,,,,,,,Mentions,4/28/2019 23:56,RT @NatGeoMaps: Tokyo became a megacity by reinventing itself https://t.co/bXRKG6bqQe https://t.co/cZIN8uzsVw,https://on.natgeo.com/2vpNEr4,natgeo.com,,4/28/2019 23:56,https://twitter.com/#!/geocookie/status/1122650770782822400,,,1122650770782822400,
geocookie,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 2:33,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 2:33,https://twitter.com/#!/geocookie/status/1124502321193308160,,,1124502321193308160,
nml423,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 3:33,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/4/2019 3:33,https://twitter.com/#!/nml423/status/1124517468037423105,,,1124517468037423105,
futureccl,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 4:06,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 4:06,https://twitter.com/#!/futureccl/status/1124525731919421440,,,1124525731919421440,
dr_fcmihai,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 5:24,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 5:24,https://twitter.com/#!/dr_fcmihai/status/1124545252197588992,,,1124545252197588992,
onlmaps,natgeomaps,,,,,,,,,,,,,Mentions,5/2/2019 20:45,RT @NatGeoMaps: Some tree-planting programs can do more harm than good https://t.co/64RnxjmY6X https://t.co/j69aLGPEyn,https://on.natgeo.com/2DJtGfw,natgeo.com,,5/2/2019 20:45,https://twitter.com/#!/onlmaps/status/1124052278170746880,,,1124052278170746880,
onlmaps,natgeomaps,,,,,,,,,,,,,Mentions,5/2/2019 20:45,RT @NatGeoMaps: The wildlife of Gorongosa National Park was decimated during Mozambique’s 1977-1992 civil war and the desperate years that…,,,,5/2/2019 20:45,https://twitter.com/#!/onlmaps/status/1124052415664336898,,,1124052415664336898,
onlmaps,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 20:24,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/3/2019 20:24,https://twitter.com/#!/onlmaps/status/1124409373210632192,,,1124409373210632192,
onlmaps,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 20:24,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/3/2019 20:24,https://twitter.com/#!/onlmaps/status/1124409392525455365,,,1124409392525455365,
onlmaps,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 6:16,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 6:16,https://twitter.com/#!/onlmaps/status/1124558454402822144,,,1124558454402822144,
victorb123,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 6:17,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 6:17,https://twitter.com/#!/victorb123/status/1124558761845071872,,,1124558761845071872,
pierregrosser,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 6:22,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 6:22,https://twitter.com/#!/pierregrosser/status/1124559821947187200,,,1124559821947187200,
whpresscorps,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 6:28,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 6:28,https://twitter.com/#!/whpresscorps/status/1124561345330974727,,,1124561345330974727,
mikemikewhiskey,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 6:29,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 6:29,https://twitter.com/#!/mikemikewhiskey/status/1124561562134568960,,,1124561562134568960,
wanjohik,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 6:52,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 6:52,https://twitter.com/#!/wanjohik/status/1124567378581434368,,,1124567378581434368,
namenotpublic,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 7:01,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 7:01,https://twitter.com/#!/namenotpublic/status/1124569841803853824,,,1124569841803853824,
apiwenuwen,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 7:14,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 7:14,https://twitter.com/#!/apiwenuwen/status/1124572889989177344,,,1124572889989177344,
apiwenuwen,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 7:16,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/4/2019 7:16,https://twitter.com/#!/apiwenuwen/status/1124573554371170304,,,1124573554371170304,
fchasteland,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 8:02,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 8:02,https://twitter.com/#!/fchasteland/status/1124585134198591489,,,1124585134198591489,
acerami,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 8:33,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 8:33,https://twitter.com/#!/acerami/status/1124592895187652608,,,1124592895187652608,
maurizio272,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 9:03,"RT @NatGeoMaps: Map of the Day: Chile spans 2,650 miles (4,265 kilometers) north to south. This significant latitude change is reflected in…",,,,5/4/2019 9:03,https://twitter.com/#!/maurizio272/status/1124600430405636096,,,1124600430405636096,
leozitocabrito,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 10:53,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 10:53,https://twitter.com/#!/leozitocabrito/status/1124628181699452928,,,1124628181699452928,
amarenst1,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 14:14,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 14:14,https://twitter.com/#!/amarenst1/status/1124678624672567302,,,1124678624672567302,
sky_lev,natgeomaps,,,,,,,,,,,,,Mentions,4/28/2019 9:18,"RT @NatGeoMaps: Published in October 1949, this map highlights the top of the world. https://t.co/gpPPDDNxmG https://t.co/nrq8UxMQTg",https://on.natgeo.com/2vp7Yc7,natgeo.com,,4/28/2019 9:18,https://twitter.com/#!/sky_lev/status/1122429947207753728,,,1122429947207753728,
sky_lev,natgeomaps,,,,,,,,,,,,,Mentions,5/1/2019 9:53,"RT @NatGeoMaps: Map of the Day: Chile spans 2,650 miles (4,265 kilometers) north to south. This significant latitude change is reflected in…",,,,5/1/2019 9:53,https://twitter.com/#!/sky_lev/status/1123525903290494976,,,1123525903290494976,
sky_lev,natgeomaps,,,,,,,,,,,,,Mentions,5/2/2019 23:26,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/2/2019 23:26,https://twitter.com/#!/sky_lev/status/1124092855478358016,,,1124092855478358016,
sky_lev,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 14:30,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/4/2019 14:30,https://twitter.com/#!/sky_lev/status/1124682836038959105,,,1124682836038959105,
forch20131,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 14:33,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/4/2019 14:33,https://twitter.com/#!/forch20131/status/1124683545753083904,,,1124683545753083904,
francisplinter,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 15:10,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/4/2019 15:10,https://twitter.com/#!/francisplinter/status/1124692715482968064,,,1124692715482968064,
kira6537,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 18:24,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 18:24,https://twitter.com/#!/kira6537/status/1124741694006513665,,,1124741694006513665,
alpbahadr611,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 20:53,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/3/2019 20:53,https://twitter.com/#!/alpbahadr611/status/1124416803944296448,,,1124416803944296448,
alpbahadr611,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 18:47,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/4/2019 18:47,https://twitter.com/#!/alpbahadr611/status/1124747473652731904,,,1124747473652731904,
alexgutsulyak,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 19:26,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 19:26,https://twitter.com/#!/alexgutsulyak/status/1124757248352370688,,,1124757248352370688,
john7nelson,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 1:54,RT @NatGeoMaps: Some tree-planting programs can do more harm than good https://t.co/64RnxjmY6X https://t.co/j69aLGPEyn,https://on.natgeo.com/2DJtGfw,natgeo.com,,5/3/2019 1:54,https://twitter.com/#!/john7nelson/status/1124130192614666240,,,1124130192614666240,
john7nelson,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 2:03,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/4/2019 2:03,https://twitter.com/#!/john7nelson/status/1124494730707050497,,,1124494730707050497,
john7nelson,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 19:27,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/4/2019 19:27,https://twitter.com/#!/john7nelson/status/1124757429399511040,,,1124757429399511040,
denomel3891,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 19:46,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 19:46,https://twitter.com/#!/denomel3891/status/1124762293441445888,,,1124762293441445888,
academicknight,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 21:09,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/4/2019 21:09,https://twitter.com/#!/academicknight/status/1124783044156518401,,,1124783044156518401,
s_galimberti,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 21:10,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 21:10,https://twitter.com/#!/s_galimberti/status/1124783332749922304,,,1124783332749922304,
wonyoungso,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 1:15,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 1:15,https://twitter.com/#!/wonyoungso/status/1124845030513029120,,,1124845030513029120,
feministviz,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 1:20,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 1:20,https://twitter.com/#!/feministviz/status/1124846308643229696,,,1124846308643229696,
dtm96_usa,natgeomaps,,,,,,,,,,,,,Mentions,5/2/2019 13:01,RT @NatGeoMaps: Some tree-planting programs can do more harm than good https://t.co/64RnxjmY6X https://t.co/j69aLGPEyn,https://on.natgeo.com/2DJtGfw,natgeo.com,,5/2/2019 13:01,https://twitter.com/#!/dtm96_usa/status/1123935618499739651,,,1123935618499739651,
dtm96_usa,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 19:37,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/3/2019 19:37,https://twitter.com/#!/dtm96_usa/status/1124397484653064192,,,1124397484653064192,
dtm96_usa,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 1:23,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 1:23,https://twitter.com/#!/dtm96_usa/status/1124847026959790081,,,1124847026959790081,
rosemarywardley,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 1:27,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 1:27,https://twitter.com/#!/rosemarywardley/status/1124848178585657345,,,1124848178585657345,
ojespejo,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 2:08,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 2:08,https://twitter.com/#!/ojespejo/status/1124858420195098624,,,1124858420195098624,
samodrole,natgeomaps,,,,,,,,,,,,,Mentions,4/27/2019 15:28,RT @NatGeoMaps: See which countries fund the most scientific research https://t.co/Xl5iK6Mv3h https://t.co/oJbYr4K0SJ,https://on.natgeo.com/2UXOz12,natgeo.com,,4/27/2019 15:28,https://twitter.com/#!/samodrole/status/1122160544440410113,,,1122160544440410113,
samodrole,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 2:17,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 2:17,https://twitter.com/#!/samodrole/status/1124860741683539968,,,1124860741683539968,
colinmegill,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 2:53,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 2:53,https://twitter.com/#!/colinmegill/status/1124869704588435457,,,1124869704588435457,
maptrove,maptrove,,,,,,,,,,,,,Tweet,5/5/2019 5:00,"This """"Reaches of New York City"""" map first appeared in the April 1939 issue of National Geographic Magazine.
Its b… https://t.co/2EmX3vlclL",https://twitter.com/i/web/status/1124901647103209473,twitter.com,,5/5/2019 5:00,https://twitter.com/#!/maptrove/status/1124901647103209473,,,1124901647103209473,
zhengzzzzz1,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 5:00,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 5:00,https://twitter.com/#!/zhengzzzzz1/status/1124901697090752512,,,1124901697090752512,
richardying,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 5:31,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 5:31,https://twitter.com/#!/richardying/status/1124909583020040192,,,1124909583020040192,
gis_a_man_djiwo,natgeomaps,,,,,,,,,,,,,Mentions,5/1/2019 1:05,"RT @NatGeoMaps: Map of the Day: Chile spans 2,650 miles (4,265 kilometers) north to south. This significant latitude change is reflected in…",,,,5/1/2019 1:05,https://twitter.com/#!/gis_a_man_djiwo/status/1123392926304718848,,,1123392926304718848,
gis_a_man_djiwo,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 5:38,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 5:38,https://twitter.com/#!/gis_a_man_djiwo/status/1124911325509869569,,,1124911325509869569,
cemrek,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 6:18,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 6:18,https://twitter.com/#!/cemrek/status/1124921182933934081,,,1124921182933934081,
callmedeeray,callmedeeray,,,,,,,,,,,,,Tweet,5/5/2019 7:47,"Beautiful representation of why we can't leave where we live - it's not really any better anywhere else, and pretty… https://t.co/CxPLLExb5C",https://twitter.com/i/web/status/1124943809467387904,twitter.com,,5/5/2019 7:47,https://twitter.com/#!/callmedeeray/status/1124943809467387904,,,1124943809467387904,
aorwick,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 1:05,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/4/2019 1:05,https://twitter.com/#!/aorwick/status/1124480174316236800,,,1124480174316236800,
aorwick,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 14:32,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/4/2019 14:32,https://twitter.com/#!/aorwick/status/1124683248196628480,,,1124683248196628480,
aorwick,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 8:18,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 8:18,https://twitter.com/#!/aorwick/status/1124951388323221504,,,1124951388323221504,
argerichjaume,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 8:34,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/5/2019 8:34,https://twitter.com/#!/argerichjaume/status/1124955547751600128,,,1124955547751600128,
93placepublique,93placepublique,,,,,,,,,,,,,Tweet,5/4/2019 12:59,"En matière de climat comme pour beaucoup d'autres choses, on paie aujourd'hui des négligences qui datent souvent de… https://t.co/g9uKt0D51T",https://twitter.com/i/web/status/1124659804683812865,twitter.com,,5/4/2019 12:59,https://twitter.com/#!/93placepublique/status/1124659804683812865,,,1124659804683812865,
alexandremuller,93placepublique,,,,,,,,,,,,,Mentions,5/5/2019 8:44,"RT @93PlacePublique: En matière de climat comme pour beaucoup d'autres choses, on paie aujourd'hui des négligences qui datent souvent de pl…",,,,5/5/2019 8:44,https://twitter.com/#!/alexandremuller/status/1124958048336977920,,,1124958048336977920,
tonyocruz,mapmakerdavid,,,,,,,,,,,,,Mentions,5/5/2019 9:57,RT @mapmakerdavid: Better: if the indigenous peoples are the mapmakers. https://t.co/fsyhJdUPLO,https://twitter.com/NatGeoMaps/status/1124803487999696896,twitter.com,,5/5/2019 9:57,https://twitter.com/#!/tonyocruz/status/1124976276958113792,,,1124976276958113792,
nedneddnneddy,mapmakerdavid,,,,,,,,,,,,,Mentions,5/5/2019 10:13,RT @mapmakerdavid: Better: if the indigenous peoples are the mapmakers. https://t.co/fsyhJdUPLO,https://twitter.com/NatGeoMaps/status/1124803487999696896,twitter.com,,5/5/2019 10:13,https://twitter.com/#!/nedneddnneddy/status/1124980331365277697,,,1124980331365277697,
databayou,natgeomaps,,,,,,,,,,,,,Mentions,5/2/2019 13:57,RT @NatGeoMaps: Some tree-planting programs can do more harm than good https://t.co/64RnxjmY6X https://t.co/j69aLGPEyn,https://on.natgeo.com/2DJtGfw,natgeo.com,,5/2/2019 13:57,https://twitter.com/#!/databayou/status/1123949646827663364,,,1123949646827663364,
databayou,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 23:10,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/3/2019 23:10,https://twitter.com/#!/databayou/status/1124451185950326784,,,1124451185950326784,
databayou,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 11:15,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 11:15,https://twitter.com/#!/databayou/status/1124995905873154049,,,1124995905873154049,
sandrita_writes,mapmakerdavid,,,,,,,,,,,,,Mentions,5/5/2019 11:43,RT @mapmakerdavid: Better: if the indigenous peoples are the mapmakers. https://t.co/fsyhJdUPLO,https://twitter.com/NatGeoMaps/status/1124803487999696896,twitter.com,,5/5/2019 11:43,https://twitter.com/#!/sandrita_writes/status/1125003065281499136,,,1125003065281499136,
davidmhecht,mapmakerdavid,,,,,,,,,,,,,Mentions,5/5/2019 12:45,RT @mapmakerdavid: Better: if the indigenous peoples are the mapmakers. https://t.co/fsyhJdUPLO,https://twitter.com/NatGeoMaps/status/1124803487999696896,twitter.com,,5/5/2019 12:45,https://twitter.com/#!/davidmhecht/status/1125018624886956033,,,1125018624886956033,
anndzikowskaviz,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 1:45,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 1:45,https://twitter.com/#!/anndzikowskaviz/status/1124852476874768384,,,1124852476874768384,
anndzikowskaviz,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 12:49,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/5/2019 12:49,https://twitter.com/#!/anndzikowskaviz/status/1125019567691063298,,,1125019567691063298,
fbiasi,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 13:41,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/5/2019 13:41,https://twitter.com/#!/fbiasi/status/1125032839844716544,,,1125032839844716544,
serasoleil,mapmakerdavid,,,,,,,,,,,,,Mentions,5/5/2019 13:54,RT @mapmakerdavid: Better: if the indigenous peoples are the mapmakers. https://t.co/fsyhJdUPLO,https://twitter.com/NatGeoMaps/status/1124803487999696896,twitter.com,,5/5/2019 13:54,https://twitter.com/#!/serasoleil/status/1125036146319249408,,,1125036146319249408,
chyde,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 14:18,RT @PlanMaestro: 3. Tokyo Megacity  (@natgeomaps) https://t.co/6wnvt0N8h3,,,,5/5/2019 14:18,https://twitter.com/#!/chyde/status/1125041995737706496,,,1125041995737706496,
